category,ticker,fund_name,current_map,expected,status,confidence
Defined,JANB US,APTUS JANUARY BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,JANH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF - JANUARY,Barrier,Barrier,OK,HIGH
Defined,JANI US,ALLIANZIM INTERNATIONAL EQUITY BUFFER15 UNCAPPED JAN ETF,Buffer,Buffer,OK,HIGH
Defined,JANJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF - JANUARY,Barrier,Barrier,OK,HIGH
Defined,JANM US,FT VEST US EQUITY MAX BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,JANP US,PGIM S&P 500 BUFFER 12 ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,JANT US,ALLIANZIM US EQUITY BUFFER10 JAN ETF,Buffer,Buffer,OK,HIGH
Defined,JANU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED JAN ETF,Buffer,Buffer,OK,HIGH
Defined,JANW US,ALLIANZIM US EQ BUFFER20 JAN,Buffer,Buffer,OK,HIGH
Defined,JANZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME JANUARY ETF,Outcome,Outcome,OK,MEDIUM
Defined,JNEU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED JUN ETF,Buffer,Buffer,OK,HIGH
Defined,JULB US,APTUS JULY BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,JULH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF-JULY,Barrier,Barrier,OK,HIGH
Defined,JULJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF-JULY,Barrier,Barrier,OK,HIGH
Defined,JULM US,FT VEST US EQUITY MAX BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,JULP US,PGIM S&P 500 BUFFER 12 ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,JULT US,ALLIANZIM US EQUITY BUFFER10 JUL ETF,Buffer,Buffer,OK,HIGH
Defined,JULU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED JUL ETF,Buffer,Buffer,OK,HIGH
Defined,JULW US,ALLIANZIM US EQ BUFFER20 JUL,Buffer,Buffer,OK,HIGH
Defined,JULZ US,TRUESHARES STRUCTURED OUTCOME JULY ETF,Outcome,Outcome,OK,MEDIUM
Defined,JUNM US,FT VEST US EQUITY MAX BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,JUNP US,PGIM S&P 500 BUFFER 12 ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,JUNT US,ALLIANZIM US EQUITY BUFFER10 JUN ETF,Buffer,Buffer,OK,HIGH
Defined,JUNW US,ALLIANZIM US EQ BUFFER20 JUN,Buffer,Buffer,OK,HIGH
Defined,JUNZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME JUNE ETF,Outcome,Outcome,OK,MEDIUM
Defined,KAPR US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,KAUG US,INNOVATOR US SMALL CAP POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,KBUF US,KRANESHARES 90% KWEB DEFINED OUTCOME JANUARY 2027 ETF,Buffer,Outcome,MISMATCH,MEDIUM
Defined,KDEC US,INNOVATOR US SMALL CAP POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,KFEB US,INNOVATOR US SMALL CAP POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,KIQQ US,KRANESHARES INSPEREX NASDAQ DYNAMIC BUFFERED HIGH INCOME INDEX ETF,Buffer,,UNCLEAR,LOW
Defined,KJAN US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,KJUL US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,KJUN US,INNOVATOR US SMALL CAP POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,KMAR US,INNOVATOR US SMALL CAP POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,KMAY US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,KNOV US,INNOVATOR US SMALL CAP POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,KOCT US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,KPRO US,KRANESHARES 100% KWEB DEFINED OUTCOME JANUARY 2027 ETF,Buffer,Outcome,MISMATCH,MEDIUM
Defined,KSEP US,INNOVATOR US SMALL CAP POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,LAPR US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,LJAN US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,LJUL US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,LOCT US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF-OCTOBER,Buffer,Buffer,OK,HIGH
Defined,MARM US,FT VEST US EQUITY MAX BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,MART US,ALLIANZIM US EQUITY BUFFER10 MAR ETF,Buffer,Buffer,OK,HIGH
Defined,MARU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAR ETF,Buffer,Buffer,OK,HIGH
Defined,MARW US,ALLIANZIM US EQ BUFFER20 MAR,Buffer,Buffer,OK,HIGH
Defined,MARZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MARCH ETF,Outcome,Outcome,OK,MEDIUM
Defined,MAXJ US,ISHARES LARGE CAP MAX BUFFER JUN ETF,Buffer,Buffer,OK,HIGH
Defined,MAYM US,FT VEST US EQUITY MAX BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,MAYP US,PGIM S&P 500 BUFFER 12 ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,MAYT US,ALLIANZIM US EQUITY BUFFER10 MAY ETF,Buffer,Buffer,OK,HIGH
Defined,MAYU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAY ETF,Buffer,Buffer,OK,HIGH
Defined,MAYW US,ALLIANZIM US EQ BUFFER20 MAY,Buffer,Buffer,OK,HIGH
Defined,MAYZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MAY ETF,Outcome,Outcome,OK,MEDIUM
Defined,MMAX US,ISHARES LARGE CAP MAX BUFFER MAR ETF,Buffer,Buffer,OK,HIGH
Defined,MRCP US,PGIM S&P 500 BUFFER 12 ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,NAPR US,INNOVATOR GROWTH 100 POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,NAUG US,INNOVATOR GROWTH-100 POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,NDEC US,INNOVATOR GROWTH-100 POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,NFEB US,INNOVATOR GROWTH-100 POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,NJAN US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,NJUL US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,NJUN US,INNOVATOR GROWTH-100 POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,NMAR US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,NMAY US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,NNOV US,INNOVATOR GROWTH-100 POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,NOCT US,INNOVATOR GROWTH-100 POWER BUFFER ETF- OCTOBER,Buffer,Buffer,OK,HIGH
Defined,NOVM US,FT VEST US EQUITY MAX BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,NOVP US,PGIM S&P 500 BUFFER 12 ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,NOVZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME NOVEMBER ETF,Outcome,Outcome,OK,MEDIUM
Defined,NSEP US,INNOVATOR GROWTH-100 POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,NVBT US,ALLIANZIM US EQUITY BUFFER10 NOV ETF,Buffer,Buffer,OK,HIGH
Defined,NVBU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED NOV ETF,Buffer,Buffer,OK,HIGH
Defined,NVBW US,ALLIANZIM US EQUITY BUFFER20 NOV ETF,Buffer,Buffer,OK,HIGH
Defined,OCTB US,APTUS OCTOBER BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,OCTH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF - OCTOBER,Barrier,Barrier,OK,HIGH
Defined,OCTJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF - OCTOBER,Barrier,Barrier,OK,HIGH
Defined,OCTM US,FT VEST US EQUITY MAX BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,OCTP US,PGIM S&P 500 BUFFER 12 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,OCTT US,ALLIANZIM US EQUITY BUFFER10 OCT ETF,Buffer,Buffer,OK,HIGH
Defined,OCTU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED OCT ETF,Buffer,Buffer,OK,HIGH
Defined,OCTW US,ALLIANZIM US EQ BUFFER20 OCT,Buffer,Buffer,OK,HIGH
Defined,OCTZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME OCTOBER ETF,Outcome,Outcome,OK,MEDIUM
Defined,ONEZ US,TRUESHARES SEASONALITY LADDERED BUFFERED ETF,Ladder,Ladder,OK,HIGH
Defined,PAPR US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,PAUG US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,PBAP US,PGIM S&P 500 BUFFER 20 ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,PBAU US,PGIM S&P 500 BUFFER 20 ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,PBDE US,PGIM S&P 500 BUFFER 20 ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,PBFB US,PGIM S&P 500 BUFFER 20 ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,PBFR US,PGIM LADDERED S&P 500 BUFFER 20 ETF,Ladder,Ladder,OK,HIGH
Defined,PBJA US,PGIM S&P 500 BUFFER 20 ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,PBJL US,PGIM S&P 500 BUFFER 20 ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,PBJN US,PGIM S&P 500 BUFFER 20 ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,PBMR US,PGIM S&P 500 BUFFER 20 ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,PBMY US,PGIM S&P 500 BUFFER 20 ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,PBNV US,PGIM S&P 500 BUFFER 20 ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,PBOC US,PGIM S&P 500 BUFFER 20 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,PBQQ US,PGIM LADDERED NASDAQ-100 BUFFER 12 ETF,Ladder,Ladder,OK,HIGH
Defined,PBSE US,PGIM S&P 500 BUFFER 20 ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,PDEC US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,PFEB US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,PJAN US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,PJUL US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,PJUN US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,PMAP US,PGIM S&P 500 MAX BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,PMAR US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,PMAU US,PGIM S&P 500 MAX BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,PMAY US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,PMDE US,PGIM S&P 500 MAX BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,PMFB US,PGIM S&P 500 MAX BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,PMJA US,PGIM S&P 500 MAX BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,PMJL US,PGIM S&P 500 MAX BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,PMJN US,PGIM S&P 500 MAX BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,PMMR US,PGIM S&P 500 MAX BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,PMMY US,PGIM S&P 500 MAX BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,PMNV US,PGIM S&P 500 MAX BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,PMOC US,PGIM S&P 500 MAX BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,PMSE US,PGIM S&P 500 MAX BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,PNOV US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,POCT US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,PQAP US,PGIM NASDAQ-100 BUFFER 12 ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,PQJA US,PGIM NASDAQ-100 BUFFER 12 ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,PQJL US,PGIM NASDAQ-100 BUFFER 12 ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,PQOC US,PGIM NASDAQ-100 BUFFER 12 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,PSCJ US,PACER SWAN SOS CONSERVATIVE JULY ETF,Buffer,,UNCLEAR,LOW
Defined,PSCQ US,PACER SWAN SOS CONSERVATIVE OCTOBER ETF,Buffer,,UNCLEAR,LOW
Defined,PSCW US,PACER SWAN SOS CONSERVATIVE APRIL ETF,Buffer,,UNCLEAR,LOW
Defined,PSCX US,PACER SWAN SOS CONSERVATIVE JANUARY ETF,Buffer,,UNCLEAR,LOW
Defined,PSEP US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,PSFD US,PACER SWAN SOS FLEX JANUARY ETF,Buffer,,UNCLEAR,LOW
Defined,PSFF US,PACER SWAN SOS FUND OF FUNDS ETF,Buffer,,UNCLEAR,LOW
Defined,PSFJ US,PACER SWAN SOS FLEX JULY ETF,Buffer,,UNCLEAR,LOW
Defined,PSFM US,PACER SWAN SOS FLEX APRIL ETF,Buffer,,UNCLEAR,LOW
Defined,PSFO US,PACER SWAN SOS FLEX OCTOBER ETF,Buffer,,UNCLEAR,LOW
Defined,PSMD US,PACER SWAN SOS MODERATE JANUARY ETF,Buffer,,UNCLEAR,LOW
Defined,PSMJ US,PACER SWAN SOS MODERATE JULY ETF,Buffer,,UNCLEAR,LOW
Defined,PSMO US,PACER SWAN SOS MODERATE OCTOBER ETF,Buffer,,UNCLEAR,LOW
Defined,PSMR US,PACER SWAN SOS MODERATE APRIL ETF,Buffer,,UNCLEAR,LOW
Defined,PSTP US,INNOVATOR POWER BUFFER STEP-UP STRATEGY ETF,Buffer,Buffer,OK,HIGH
Defined,PWS US,PACER WEALTHSHIELD ETF,Hedged Equity,,UNCLEAR,LOW
Defined,QB US,PROSHARES NASDAQ-100 DYNAMIC BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,QBER US,TRUESHARES QUARTERLY BEAR HEDGE ETF,Hedged Equity,Hedged Equity,OK,HIGH
Defined,QBF US,INNOVATOR UNCAPPED BITCOIN 20 FLOOR ETF - QUARTERLY,Floor,Floor,OK,HIGH
Defined,QBIF US,ALLIANZIM INTERNATIONAL EQUITY BUFFER15 ETF,Buffer,Buffer,OK,HIGH
Defined,QBIV US,ALLIANZIM INTERNATIONAL EQUITY BUFFER5 ETF,Buffer,Buffer,OK,HIGH
Defined,QBKF US,ALLIANZIM US SMALL CAP BUFFER15 ETF,Buffer,Buffer,OK,HIGH
Defined,QBKV US,ALLIANZIM US SMALL CAP BUFFER5 ETF,Buffer,Buffer,OK,HIGH
Defined,QBQF US,ALLIANZIM GROWTH-100 BUFFER15 ETF,Buffer,Buffer,OK,HIGH
Defined,QBQV US,ALLIANZIM GROWTH-100 BUFFER5 ETF,Buffer,Buffer,OK,HIGH
Defined,QBSF US,ALLIANZIM U.S. EQUITY BUFFER15 ETF,Buffer,Buffer,OK,HIGH
Defined,QBSV US,ALLIANZIM US EQUITY BUFFER5 ETF,Buffer,Buffer,OK,HIGH
Defined,QBUF US,INNOVATOR NASDAQ-100 10 BUFFER ETF - QUARTERLY,Buffer,Buffer,OK,HIGH
Defined,QBUL US,TRUESHARES QUARTERLY BULL HEDGE ETF,Hedged Equity,Hedged Equity,OK,HIGH
Defined,QCAP US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,QCJA US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,QCJL US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,QCOC US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,QDEC US,FT VEST NASDAQ-100 BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,QFLR US,INNOVATOR NASDAQ-100 MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
Defined,QGRD US,HORIZON NASDAQ-100 DEFINED RISK ETF,Defined Risk,Defined Risk,OK,HIGH
Defined,QHDG US,INNOVATOR HEDGED NASDAQ-100 ETF,Hedged Equity,,UNCLEAR,LOW
Defined,QJUN US,FT VEST NASDAQ-100 BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,QMAG US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,QMAR US,FT VEST NASDAQ-100 BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,QMFE US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,QMMY US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,QMNV US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,QSPT US,FT VEST NASDAQ-100 BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,QTAP US,INNOVATOR ETFS TRUST - INNOVATOR GROWTH ACCELERATED PLUS ETF - APRIL,Accelerator,Accelerator,OK,HIGH
Defined,QTJA US,INNOVATOR GROWTH ACCELERATED PLUS ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
Defined,QTJL US,INNOVATOR GROWTH ACCELERATED PLUS ETF - JULY,Accelerator,Accelerator,OK,HIGH
Defined,QTOC US,INNOVATOR GROWTH ACCELERATED PLUS ETF-OCTOBER,Accelerator,Accelerator,OK,HIGH
Defined,RB US,PROSHARES RUSSELL 2000 DYNAMIC BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,RBUF US,INNOVATOR US SMALL CAP 10 BUFFER ETF - QUARTERLY,Buffer,Buffer,OK,HIGH
Defined,RFLR US,INNOVATOR US SMALL CAP MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
Defined,RSDE US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,RSJN US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,RSMR US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,RSSE US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,SAUG US,FT VEST US SMALL CAP MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,SEPM US,FT VEST US EQUITY MAX BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,SEPP US,PGIM S&P 500 BUFFER 12 ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,SEPT US,ALLIANZIM US EQUITY BUFFER10 SEP ETF,Buffer,Buffer,OK,HIGH
Defined,SEPU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED SEP ETF,Buffer,Buffer,OK,HIGH
Defined,SEPW US,ALLIANZIM US EQ BUFFER20 SEP,Buffer,Buffer,OK,HIGH
Defined,SEPZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME SEPTEMBER ETF,Outcome,Outcome,OK,MEDIUM
Defined,SFEB US,FT VEST US SMALL CAP MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,SFLR US,INNOVATOR EQUITY MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
Defined,SIXD US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 JUN/DEC ETF,Buffer,Buffer,OK,HIGH
Defined,SIXF US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 FEB/AUG ETF,Buffer,Buffer,OK,HIGH
Defined,SIXJ US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 JAN/JUL ETF,Buffer,Buffer,OK,HIGH
Defined,SIXO US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 APR/OCT ETF,Buffer,Buffer,OK,HIGH
Defined,SIXP US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 MAR/SEP ETF,Buffer,Buffer,OK,HIGH
Defined,SIXZ US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 MAY/NOV ETF,Buffer,Buffer,OK,HIGH
Defined,SMAX US,ISHARES LARGE CAP MAX BUFFER SEP ETF,Buffer,Buffer,OK,HIGH
Defined,SMAY US,FT VEST U.S. SMALL CAP MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,SNOV US,FT VEST US SMALL CAP MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,SPBU US,ALLIANZIM BUFFER15 UNCAPPED ALLOCATION ETF,Buffer,Buffer,OK,HIGH
Defined,SPBW US,ALLIANZIM BUFFER20 ALLOCATION ETF,Buffer,Buffer,OK,HIGH
Defined,SPBX US,ALLIANZIM 6 MONTH BUFFER10 ALLOCATION ETF,Buffer,Buffer,OK,HIGH
Defined,SQMX US,FT VEST US EQUITY QUARTERLY MAX BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,STEN US,ISHARES LARGE CAP 10% TARGET BUFFER SEP ETF,Buffer,Buffer,OK,HIGH
Defined,TAPR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO APRIL 2027,Buffer,Buffer,OK,HIGH
Defined,TBJL US,INNOVATOR 20+ YEAR TREASURY BOND 9 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,TDEC US,FT VEST EMERGING MARKET BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,TEND US,ISHARES LARGE CAP 10% TARGET BUFFER DEC ETF,Buffer,Buffer,OK,HIGH
Defined,TENJ US,ISHARES LARGE CAP 10% TARGET BUFFER JUN ETF,Buffer,Buffer,OK,HIGH
Defined,TENM US,ISHARES LARGE CAP 10% TARGET BUFFER MAR ETF,Buffer,Buffer,OK,HIGH
Defined,TFJL US,INNOVATOR 20+ YEAR TREASURY BOND 5 FLOOR ETF - JULY,Floor,Floor,OK,HIGH
Defined,THEQ US,T ROWE PRICE HEDGED EQUITY ETF,Hedged Equity,Hedged Equity,OK,HIGH
Defined,TJAN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO JANUARY 2027,Buffer,Buffer,OK,HIGH
Defined,TJUL US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO JULY 2027,Buffer,Buffer,OK,HIGH
Defined,TJUN US,FT VEST EMERGING MARKETS BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,TLDR US,THE LADDERED T-BILL ETF,,Ladder,MISMATCH,HIGH
Defined,TMAR US,FT VEST EMERGING MARKET BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,TOCT US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO OCTOBER 2027,Buffer,Buffer,OK,HIGH
Defined,TRIO US,MC TRIO EQUITY BUFFERED ETF,Buffer,,UNCLEAR,LOW
Defined,TSEP US,FT VEST EMERGING MARKET BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,TWOX US,ISHARES LARGE CAP ACCELERATED OUTCOME ETF,Accelerator,Accelerator,OK,HIGH
Defined,UAPR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,UAUG US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,UDEC US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,UFEB US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,UJAN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,UJUL US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,UJUN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,UMAR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,UMAY US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,UNOV US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,UOCT US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF OCTOBER,Buffer,Buffer,OK,HIGH
